#,content_type,course_name,course_order,module_name,module_order,lesson_name,lesson_order,file_location
323,course,Unit Testing in .NET,7,Code Coverage,7,Coverage Metrics,1,course/unit-testing-dotnet/07-code-coverage/coverage-metrics.json
324,course,Unit Testing in .NET,7,Code Coverage,7,Coverlet Collector,2,course/unit-testing-dotnet/07-code-coverage/coverlet-collector.json
325,course,Unit Testing in .NET,7,Code Coverage,7,Coverage Reporting,3,course/unit-testing-dotnet/07-code-coverage/coverage-reporting.json
326,course,React Fundamentals,21,Getting Started with React,1,What is React?,1,course/react-fundamentals/01-getting-started/what-is-react.json
327,course,React Fundamentals,21,Getting Started with React,1,Setting Up Your Environment,2,course/react-fundamentals/01-getting-started/setting-up-environment.json
328,course,React Fundamentals,21,Getting Started with React,1,JSX Basics,3,course/react-fundamentals/01-getting-started/jsx-basics.json
329,course,React Fundamentals,21,Getting Started with React,1,Your First React App,4,course/react-fundamentals/01-getting-started/first-react-app.json
330,course,React Fundamentals,21,Components and Props,2,Functional Components,1,course/react-fundamentals/02-components-props/functional-components.json
331,course,React Fundamentals,21,Components and Props,2,Props Basics,2,course/react-fundamentals/02-components-props/props-basics.json
332,course,React Fundamentals,21,Components and Props,2,Advanced Props Patterns,3,course/react-fundamentals/02-components-props/props-advanced.json
333,course,React Fundamentals,21,Components and Props,2,Composing Components,4,course/react-fundamentals/02-components-props/composing-components.json
334,course,React Fundamentals,21,Components and Props,2,Conditional Rendering,5,course/react-fundamentals/02-components-props/conditional-rendering.json
335,course,React Fundamentals,21,Components and Props,2,Lists and Keys,6,course/react-fundamentals/02-components-props/lists-and-keys.json
336,course,React Fundamentals,21,State and Events,3,The useState Hook,1,course/react-fundamentals/03-state-events/useState-hook.json
337,course,React Fundamentals,21,State and Events,3,Handling Events,2,course/react-fundamentals/03-state-events/handling-events.json
338,course,React Fundamentals,21,State and Events,3,State Best Practices,3,course/react-fundamentals/03-state-events/state-best-practices.json
339,course,React Fundamentals,21,State and Events,3,Controlled Components,4,course/react-fundamentals/03-state-events/controlled-components.json
340,course,React Fundamentals,21,Forms and User Input,4,Form Validation,1,course/react-fundamentals/04-forms-input/form-validation.json
341,course,React Fundamentals,21,Forms and User Input,4,Form Submission,2,course/react-fundamentals/04-forms-input/form-submission.json
342,course,React Fundamentals,21,Forms and User Input,4,Multi-Step Forms,3,course/react-fundamentals/04-forms-input/multi-step-forms.json
343,course,React Fundamentals,21,Forms and User Input,4,File Uploads,4,course/react-fundamentals/04-forms-input/file-uploads.json
344,course,React Fundamentals,21,Lifecycle and Effects,5,The useEffect Hook,1,course/react-fundamentals/05-lifecycle-effects/useeffect-basics.json
345,course,React Fundamentals,21,Lifecycle and Effects,5,Cleanup Functions,2,course/react-fundamentals/05-lifecycle-effects/cleanup-functions.json
346,course,React Fundamentals,21,Lifecycle and Effects,5,Fetching Data,3,course/react-fundamentals/05-lifecycle-effects/fetching-data.json
347,course,React Fundamentals,21,Lifecycle and Effects,5,Custom Hooks,4,course/react-fundamentals/05-lifecycle-effects/custom-hooks.json
348,course,React Fundamentals,21,Lifecycle and Effects,5,Error Boundaries,5,course/react-fundamentals/05-lifecycle-effects/error-boundaries.json
349,course,React Fundamentals,21,Context and Refs,6,React Context,1,course/react-fundamentals/06-context-refs/react-context.json
350,course,React Fundamentals,21,Context and Refs,6,The useContext Hook,2,course/react-fundamentals/06-context-refs/usecontext-hook.json
351,course,React Fundamentals,21,Context and Refs,6,The useRef Hook,3,course/react-fundamentals/06-context-refs/useref-hook.json
352,course,React Fundamentals,21,Context and Refs,6,Forwarding Refs,4,course/react-fundamentals/06-context-refs/forwarding-refs.json
353,course,React Fundamentals,21,React Router,7,Routing Basics,1,course/react-fundamentals/07-react-router/routing-basics.json
354,course,React Fundamentals,21,React Router,7,Nested Routes,2,course/react-fundamentals/07-react-router/nested-routes.json
355,course,React Fundamentals,21,React Router,7,Route Parameters,3,course/react-fundamentals/07-react-router/route-params.json
356,course,React Fundamentals,21,React Router,7,Programmatic Navigation,4,course/react-fundamentals/07-react-router/navigation.json
357,course,React Fundamentals,21,Styling in React,8,CSS Modules,1,course/react-fundamentals/08-styling/css-modules.json
358,course,React Fundamentals,21,Styling in React,8,Styled Components,2,course/react-fundamentals/08-styling/styled-components.json
359,course,React Fundamentals,21,Styling in React,8,Tailwind CSS,3,course/react-fundamentals/08-styling/tailwind-css.json
360,course,React Fundamentals,21,Styling in React,8,Inline Styles,4,course/react-fundamentals/08-styling/inline-styles.json
361,course,React Fundamentals,21,Performance Optimization,9,Performance Optimization,1,course/react-fundamentals/09-performance-optimization/performance-optimization.json
362,course,React Fundamentals,21,Performance Optimization,9,React 19 Features,2,course/react-fundamentals/09-performance-optimization/react-19-features.json
363,course,React Fundamentals,21,React Internals & Modern Rendering,10,Render phase vs commit phase,1,course/react-fundamentals/react-internals-modern-rendering/render-phase-vs-commit-phase.json
364,course,React Fundamentals,21,React Internals & Modern Rendering,10,Reconciliation and component identity,2,course/react-fundamentals/react-internals-modern-rendering/reconciliation-and-component-identity.json
365,course,React Fundamentals,21,React Internals & Modern Rendering,10,Fiber and scheduling concepts,3,course/react-fundamentals/react-internals-modern-rendering/fiber-and-scheduling-concepts.json
366,course,React Fundamentals,21,React Internals & Modern Rendering,10,Concurrent rendering,4,course/react-fundamentals/react-internals-modern-rendering/concurrent-rendering.json
367,course,React Fundamentals,21,React Internals & Modern Rendering,10,Suspense and asynchronous UI,5,course/react-fundamentals/react-internals-modern-rendering/suspense-and-asynchronous-ui.json
368,course,React Fundamentals,21,React Internals & Modern Rendering,10,Hydration and hydration mismatches,6,course/react-fundamentals/react-internals-modern-rendering/hydration-and-hydration-mismatches.json
369,course,React Fundamentals,21,React Internals & Modern Rendering,10,Server Components vs Client Components,7,course/react-fundamentals/react-internals-modern-rendering/server-components-vs-client-components.json
370,course,React Fundamentals,21,React Internals & Modern Rendering,10,Error boundaries and failure isolation,8,course/react-fundamentals/react-internals-modern-rendering/error-boundaries-and-failure-isolation.json
371,course,React Query,22,Query Basics,1,What is React Query,1,course/react-query/01-query-basics/what-is-react-query.json
372,course,React Query,22,Query Basics,1,Setup,2,course/react-query/01-query-basics/setup.json
373,course,React Query,22,Query Basics,1,Query Client,3,course/react-query/01-query-basics/query-client.json
374,course,React Query,22,Query Basics,1,Your First Query,4,course/react-query/01-query-basics/first-query.json
375,course,React Query,22,Query Hooks,2,Query Options,1,course/react-query/02-query-hooks/query-options.json
376,course,React Query,22,Query Hooks,2,Initial Data & Placeholder Data,2,course/react-query/02-query-hooks/initial-data-placeholder.json
377,course,React Query,22,Query Hooks,2,Pagination,3,course/react-query/02-query-hooks/pagination.json
378,course,React Query,22,Query Hooks,2,Infinite Queries,4,course/react-query/02-query-hooks/infinite-queries.json
379,course,React Query,22,Query Hooks,2,Dependent Queries,5,course/react-query/02-query-hooks/dependent-queries.json
380,course,React Query,22,Mutations,3,useMutation,1,course/react-query/03-mutations/use-mutation.json
381,course,React Query,22,Mutations,3,Optimistic Updates,2,course/react-query/03-mutations/optimistic-updates.json
382,course,React Query,22,Mutations,3,Query Invalidation,3,course/react-query/03-mutations/invalidation.json
383,course,React Query,22,Advanced Features,4,React Suspense,1,course/react-query/04-advanced-features/suspense.json
384,course,React Query,22,Advanced Features,4,Query Cancellation,2,course/react-query/04-advanced-features/query-cancellation.json
385,course,React Query,22,Advanced Features,4,Custom Query Hooks,3,course/react-query/04-advanced-features/custom-hooks.json
386,course,React Query,22,Advanced Features,4,Error Handling Strategies,4,course/react-query/04-advanced-features/error-handling-strategies.json
387,course,React Query,22,Caching Strategies,5,Cache Configuration,1,course/react-query/05-caching-strategies/cache-configuration.json
388,course,React Query,22,Caching Strategies,5,Stale Time & Garbage Collection,2,course/react-query/05-caching-strategies/stale-time-gc.json
389,course,React Query,22,Caching Strategies,5,Cache Invalidation,3,course/react-query/05-caching-strategies/cache-invalidation.json
390,course,React Query,22,Caching Strategies,5,Background Refetching,4,course/react-query/05-caching-strategies/background-refetching.json
391,course,React Query,22,Caching Strategies,5,Cache Persistence,5,course/react-query/05-caching-strategies/cache-persistence.json
392,course,React Query,22,Offline Support & Persistence,6,Persistence Basics,1,course/react-query/06-offline-support-persistence/persistence-basics.json
393,course,React Query,22,Offline Support & Persistence,6,IndexedDB Persistence,2,course/react-query/06-offline-support-persistence/indexeddb-persistence.json
394,course,React Query,22,Offline Support & Persistence,6,Network Interruption Handling,3,course/react-query/06-offline-support-persistence/network-interruption-handling.json
395,course,React Query,22,Offline Support & Persistence,6,Background Sync,4,course/react-query/06-offline-support-persistence/background-sync.json
396,course,React Query,22,Prefetching & SSR,7,Prefetching Strategies,1,course/react-query/07-prefetching-ssr/prefetching-strategies.json
397,course,React Query,22,Prefetching & SSR,7,SSR Integration with Next.js,2,course/react-query/07-prefetching-ssr/ssr-integration-nextjs.json
398,course,React Query,22,Prefetching & SSR,7,Hydration Strategies,3,course/react-query/07-prefetching-ssr/hydration-strategies.json
399,course,React Query,22,Prefetching & SSR,7,Advanced Prefetch Patterns,4,course/react-query/07-prefetching-ssr/prefetch-patterns.json
400,course,React Query,22,Performance & Optimization,8,Selective Fetching,1,course/react-query/08-performance-optimization/selective-fetching.json
401,course,React Query,22,Performance & Optimization,8,Windowing Large Lists,2,course/react-query/08-performance-optimization/windowing-large-lists.json
402,course,React Query,22,Performance & Optimization,8,Memoization Strategies,3,course/react-query/08-performance-optimization/memoization-strategies.json
403,course,React Query,22,Performance & Optimization,8,Profiling and Debugging,4,course/react-query/08-performance-optimization/profiling-debugging.json
404,course,React Query,22,Real-World Patterns,9,Authentication Flows & Token Refresh,1,course/react-query/09-real-world-patterns/auth-flows-token-refresh.json
405,course,React Query,22,Real-World Patterns,9,Form Integration,2,course/react-query/09-real-world-patterns/form-integration.json
406,course,React Query,22,Real-World Patterns,9,Polling & Real-Time Data,3,course/react-query/09-real-world-patterns/polling-real-time-data.json
407,course,React Query,22,Real-World Patterns,9,Migration Patterns,4,course/react-query/09-real-world-patterns/migration-patterns.json
408,course,Redux,23,Redux Fundamentals,1,The Three Principles of Redux,1,course/redux/01-redux-fundamentals/three-principles.json
409,course,Redux,23,Redux Fundamentals,1,What is Redux,2,course/redux/01-redux-fundamentals/what-is-redux.json
410,course,Redux,23,Redux Fundamentals,1,"Store, Actions, and Reducers",3,course/redux/01-redux-fundamentals/store-actions-reducers.json
411,course,Redux,23,Redux Fundamentals,1,Immutability,4,course/redux/01-redux-fundamentals/immutability.json
412,course,Redux,23,Redux Fundamentals,1,Redux DevTools,5,course/redux/01-redux-fundamentals/devtools.json
413,course,Redux,23,Redux Toolkit,2,configureStore,1,course/redux/02-redux-toolkit/configure-store.json
414,course,Redux,23,Redux Toolkit,2,createSlice,2,course/redux/02-redux-toolkit/create-slice.json
415,course,Redux,23,Redux Toolkit,2,createAsyncThunk,3,course/redux/02-redux-toolkit/create-async-thunk.json
416,course,Redux,23,Redux Toolkit,2,extraReducers,4,course/redux/02-redux-toolkit/extra-reducers.json
417,course,Redux,23,React-Redux,3,Provider,1,course/redux/03-react-redux/provider.json
418,course,Redux,23,React-Redux,3,useSelector,2,course/redux/03-react-redux/use-selector.json
419,course,Redux,23,React-Redux,3,useDispatch,3,course/redux/03-react-redux/use-dispatch.json
420,course,Redux,23,Redux Middleware,4,Middleware Basics,1,course/redux/04-redux-middleware/middleware-basics.json
421,course,Redux,23,Redux Middleware,4,Redux Thunk,2,course/redux/04-redux-middleware/redux-thunk.json
422,course,Redux,23,Redux Middleware,4,Redux Saga,3,course/redux/04-redux-middleware/redux-saga.json
423,course,Redux,23,Redux Middleware,4,Middleware Composition,4,course/redux/04-redux-middleware/middleware-composition.json
424,course,Redux,23,Redux Patterns,5,Normalizing State,1,course/redux/05-redux-patterns/normalizing-state.json
425,course,Redux,23,Redux Patterns,5,Entity Adapter,2,course/redux/05-redux-patterns/entity-adapter.json
426,course,Redux,23,Redux Patterns,5,RTK Query,3,course/redux/05-redux-patterns/rtk-query.json
427,course,Redux,23,Redux Patterns,5,Derived Data with Selectors,4,course/redux/05-redux-patterns/derived-data.json
428,course,Redux,23,Redux Testing,6,Testing Reducers,1,course/redux/06-redux-testing/testing-reducers.json
429,course,Redux,23,Redux Testing,6,Testing Async Thunks,2,course/redux/06-redux-testing/testing-async.json
430,course,Redux,23,Redux Testing,6,Testing Connected Components,3,course/redux/06-redux-testing/testing-components.json
431,course,Redux,23,Advanced Redux Concepts,7,Custom Redux Hooks,1,course/redux/07-redux-advanced-concepts/custom-hooks.json
432,course,Redux,23,Advanced Redux Concepts,7,Store Initialization and Hydration,2,course/redux/07-redux-advanced-concepts/store-initialization.json
433,course,Redux,23,Advanced Redux Concepts,7,Performance Optimization,3,course/redux/07-redux-advanced-concepts/performance-optimization.json
434,course,Redux,23,Advanced Redux Concepts,7,Code Splitting and Dynamic Reducers,4,course/redux/07-redux-advanced-concepts/code-splitting.json
435,course,Redux,23,Redux in Real-World Applications,8,Redux Project Structure,1,course/redux/08-redux-real-world/project-structure.json
436,course,Redux,23,Redux in Real-World Applications,8,Authentication Flow,2,course/redux/08-redux-real-world/authentication-flow.json
437,course,Redux,23,Redux in Real-World Applications,8,Error Handling in Redux,3,course/redux/08-redux-real-world/error-handling.json
438,course,Redux,23,Redux in Real-World Applications,8,Deployment and Production Setup,4,course/redux/08-redux-real-world/deployment-setup.json
439,course,Redux,23,Redux in Real-World Applications,8,Offline Support and State Persistence,5,course/redux/08-redux-real-world/offline-support.json
440,course,React Advanced Patterns,24,Render Props,1,Render Props Basics,1,course/react-advanced-patterns/01-render-props/render-props-basics.json
441,course,React Advanced Patterns,24,Render Props,1,Render Props Examples,2,course/react-advanced-patterns/01-render-props/render-props-examples.json
442,course,React Advanced Patterns,24,Render Props,1,Render Props vs Hooks,3,course/react-advanced-patterns/01-render-props/render-props-vs-hooks.json
443,course,React Advanced Patterns,24,Higher-Order Components,2,HOC Basics,1,course/react-advanced-patterns/02-higher-order-components/hoc-basics.json
444,course,React Advanced Patterns,24,Higher-Order Components,2,HOC Examples,2,course/react-advanced-patterns/02-higher-order-components/hoc-examples.json
445,course,React Advanced Patterns,24,Higher-Order Components,2,HOC Composition,3,course/react-advanced-patterns/02-higher-order-components/hoc-composition.json
446,course,React Advanced Patterns,24,Compound Components,3,Compound Components Basics,1,course/react-advanced-patterns/03-compound-components/compound-basics.json
447,course,React Advanced Patterns,24,Compound Components,3,Compound Component Examples,2,course/react-advanced-patterns/03-compound-components/compound-examples.json
448,course,React Advanced Patterns,24,Compound Components,3,Compound Components with Context,3,course/react-advanced-patterns/03-compound-components/compound-with-context.json
449,course,React Advanced Patterns,24,State Reducers,4,State Reducer Basics,1,course/react-advanced-patterns/04-state-reducers/state-reducer-basics.json
450,course,React Advanced Patterns,24,State Reducers,4,State Reducer Examples,2,course/react-advanced-patterns/04-state-reducers/state-reducer-examples.json
451,course,React Advanced Patterns,24,State Reducers,4,State Reducer Composition,3,course/react-advanced-patterns/04-state-reducers/state-reducer-composition.json
452,course,React Advanced Patterns,24,Control Props,5,Control Props Basics,1,course/react-advanced-patterns/05-control-props/control-props-basics.json
453,course,React Advanced Patterns,24,Control Props,5,Control Props Examples,2,course/react-advanced-patterns/05-control-props/control-props-examples.json
454,course,React Advanced Patterns,24,Control Props,5,Control Props with Forms,3,course/react-advanced-patterns/05-control-props/control-props-with-forms.json
455,course,React Advanced Patterns,24,Performance Patterns,6,Memoization Basics,1,course/react-advanced-patterns/06-performance-patterns/memoization-basics.json
456,course,React Advanced Patterns,24,Performance Patterns,6,Code Splitting and Lazy Loading,2,course/react-advanced-patterns/06-performance-patterns/code-splitting-lazy.json
457,course,React Advanced Patterns,24,Performance Patterns,6,Virtualization for Large Lists,3,course/react-advanced-patterns/06-performance-patterns/virtualization-large-lists.json
458,course,React Advanced Patterns,24,Performance Patterns,6,Render Optimization Strategies,4,course/react-advanced-patterns/06-performance-patterns/render-optimization.json
459,course,React Advanced Patterns,24,Custom Hooks Architecture,7,Hook Composition Patterns,1,course/react-advanced-patterns/07-custom-hooks-architecture/hook-composition-patterns.json
460,course,React Advanced Patterns,24,Custom Hooks Architecture,7,State Sharing Between Hooks,2,course/react-advanced-patterns/07-custom-hooks-architecture/state-sharing-between-hooks.json
461,course,React Advanced Patterns,24,Custom Hooks Architecture,7,Hook Error Handling,3,course/react-advanced-patterns/07-custom-hooks-architecture/hook-error-handling.json
462,course,React Advanced Patterns,24,Custom Hooks Architecture,7,Building Hook Libraries,4,course/react-advanced-patterns/07-custom-hooks-architecture/building-hook-libraries.json
463,course,React Advanced Patterns,24,State Machines & XState,8,Finite State Machines,1,course/react-advanced-patterns/08-state-machines-xstate/finite-state-machines.json
464,course,React Advanced Patterns,24,State Machines & XState,8,XState Fundamentals,2,course/react-advanced-patterns/08-state-machines-xstate/xstate-fundamentals.json
465,course,React Advanced Patterns,24,State Machines & XState,8,Statecharts Advanced,3,course/react-advanced-patterns/08-state-machines-xstate/statecharts-advanced.json
466,course,React Advanced Patterns,24,State Machines & XState,8,Integrating XState with React,4,course/react-advanced-patterns/08-state-machines-xstate/integrating-xstate-react.json
467,course,React Advanced Patterns,24,Component Composition Strategies,9,Slot Pattern,1,course/react-advanced-patterns/09-component-composition-strategies/slot-pattern.json
468,course,React Advanced Patterns,24,Component Composition Strategies,9,Headless Components,2,course/react-advanced-patterns/09-component-composition-strategies/headless-components.json
469,course,React Advanced Patterns,24,Component Composition Strategies,9,Polymorphic Components,3,course/react-advanced-patterns/09-component-composition-strategies/polymorphic-components.json
470,course,React Advanced Patterns,24,Component Composition Strategies,9,Layout Composition,4,course/react-advanced-patterns/09-component-composition-strategies/layout-composition.json
471,course,React Advanced Patterns,24,Component Composition Strategies,9,Flexible Component APIs,5,course/react-advanced-patterns/09-component-composition-strategies/flexible-component-apis.json
472,course,React Advanced Patterns,24,Advanced Hook Patterns,10,Reducer Hooks Patterns,1,course/react-advanced-patterns/10-advanced-hook-patterns/reducer-hooks-patterns.json
473,course,React Advanced Patterns,24,Advanced Hook Patterns,10,Imperative Handle Patterns,2,course/react-advanced-patterns/10-advanced-hook-patterns/imperative-handle-patterns.json
474,course,React Advanced Patterns,24,Advanced Hook Patterns,10,Layout Effect Patterns,3,course/react-advanced-patterns/10-advanced-hook-patterns/layout-effect-patterns.json
475,course,React Advanced Patterns,24,Advanced Hook Patterns,10,Custom Hook Testing,4,course/react-advanced-patterns/10-advanced-hook-patterns/custom-hook-testing.json
476,course,React Advanced Patterns,24,Advanced Hook Patterns,10,Hook Best Practices,5,course/react-advanced-patterns/10-advanced-hook-patterns/hook-best-practices.json
477,course,React Advanced Patterns,24,Modern State & Application Architecture,11,Local state vs server state vs URL state,1,course/react-advanced-patterns/modern-state-application-architecture/local-state-vs-server-state-vs-url-state.json
478,course,React Advanced Patterns,24,Modern State & Application Architecture,11,When to use Context and when not to,2,course/react-advanced-patterns/modern-state-application-architecture/when-to-use-context-and-when-not-to.json
479,course,React Advanced Patterns,24,Modern State & Application Architecture,11,Redux as an application architecture tool,3,course/react-advanced-patterns/modern-state-application-architecture/redux-as-an-application-architecture-tool.json
480,course,React Advanced Patterns,24,Modern State & Application Architecture,11,React Query/server cache architecture,4,course/react-advanced-patterns/modern-state-application-architecture/react-queryserver-cache-architecture.json
481,course,React Advanced Patterns,24,Modern State & Application Architecture,11,Derived state and avoiding duplicated state,5,course/react-advanced-patterns/modern-state-application-architecture/derived-state-and-avoiding-duplicated-state.json
482,course,React Advanced Patterns,24,Modern State & Application Architecture,11,Optimistic updates and rollback,6,course/react-advanced-patterns/modern-state-application-architecture/optimistic-updates-and-rollback.json
483,course,React Advanced Patterns,24,Modern State & Application Architecture,11,State synchronization across browser tabs,7,course/react-advanced-patterns/modern-state-application-architecture/state-synchronization-across-browser-tabs.json
484,course,React Advanced Patterns,24,Modern State & Application Architecture,11,Choosing state ownership boundaries,8,course/react-advanced-patterns/modern-state-application-architecture/choosing-state-ownership-boundaries.json
485,course,.NET NuGet Packages,25,NuGet Fundamentals,1,What is NuGet?,1,course/dotnet-nuget-packages/01-nuget-fundamentals/what-is-nuget.json
486,course,.NET NuGet Packages,25,Logging and Monitoring,1,Serilog,1,course/dotnet-nuget-packages/logging-monitoring/serilog.json
487,course,TypeScript for React,25,TypeScript Basics,1,What is TypeScript,1,course/typescript-for-react/01-typescript-basics/what-is-typescript.json
488,course,.NET NuGet Packages,25,NuGet Fundamentals,1,Installing Packages,2,course/dotnet-nuget-packages/01-nuget-fundamentals/installing-packages.json
489,course,.NET NuGet Packages,25,Logging and Monitoring,1,NLog,2,course/dotnet-nuget-packages/logging-monitoring/nlog.json
490,course,TypeScript for React,25,TypeScript Basics,1,Basic Types,2,course/typescript-for-react/01-typescript-basics/basic-types.json
491,course,.NET NuGet Packages,25,NuGet Fundamentals,1,Creating NuGet Packages,3,course/dotnet-nuget-packages/01-nuget-fundamentals/creating-packages.json
492,course,.NET NuGet Packages,25,Logging and Monitoring,1,log4net,3,course/dotnet-nuget-packages/logging-monitoring/log4net.json
493,course,TypeScript for React,25,TypeScript Basics,1,Interfaces and Type Aliases,3,course/typescript-for-react/01-typescript-basics/interfaces-types.json
494,course,.NET NuGet Packages,25,NuGet Fundamentals,1,NuGet.Config,4,course/dotnet-nuget-packages/01-nuget-fundamentals/nuget-config.json
495,course,.NET NuGet Packages,25,Logging and Monitoring,1,Seq,4,course/dotnet-nuget-packages/logging-monitoring/seq.json
496,course,TypeScript for React,25,TypeScript Basics,1,Function Types,4,course/typescript-for-react/01-typescript-basics/functions-types.json
497,course,.NET NuGet Packages,25,Logging and Monitoring,1,Elasticsearch,5,course/dotnet-nuget-packages/logging-monitoring/elasticsearch.json
498,course,TypeScript for React,25,TypeScript Basics,1,Enums and Literal Types,5,course/typescript-for-react/01-typescript-basics/enums-and-literal-types.json
499,course,.NET NuGet Packages,25,Logging and Monitoring,1,Prometheus,6,course/dotnet-nuget-packages/logging-monitoring/prometheus.json
500,course,TypeScript for React,25,TypeScript Basics,1,Type Assertions and `as`,6,course/typescript-for-react/01-typescript-basics/type-assertions-and-as.json
501,course,.NET NuGet Packages,25,Logging and Monitoring,1,Application Insights,7,course/dotnet-nuget-packages/logging-monitoring/application-insights.json
502,course,.NET NuGet Packages,25,Logging and Monitoring,1,OpenTelemetry,8,course/dotnet-nuget-packages/logging-monitoring/opentelemetry.json
503,course,.NET NuGet Packages,25,Core Extensions,2,Microsoft.Extensions.Options,1,course/dotnet-nuget-packages/02-core-extensions/microsoft-extensions-options.json
504,course,.NET NuGet Packages,25,Validation and Authorization,2,FluentValidation,1,course/dotnet-nuget-packages/validation-authorization/fluentvalidation.json
505,course,TypeScript for React,25,Types in React,2,Typing Components,1,course/typescript-for-react/02-types-in-react/typing-components.json
506,course,.NET NuGet Packages,25,Core Extensions,2,Microsoft.Extensions.Logging,2,course/dotnet-nuget-packages/02-core-extensions/microsoft-extensions-logging.json
507,course,.NET NuGet Packages,25,Validation and Authorization,2,DataAnnotations,2,course/dotnet-nuget-packages/validation-authorization/dataannotations.json
508,course,TypeScript for React,25,Types in React,2,Typing Props,2,course/typescript-for-react/02-types-in-react/typing-props.json
509,course,.NET NuGet Packages,25,Core Extensions,2,Microsoft.Extensions.Configuration,3,course/dotnet-nuget-packages/02-core-extensions/microsoft-extensions-configuration.json
510,course,.NET NuGet Packages,25,Validation and Authorization,2,IdentityServer,3,course/dotnet-nuget-packages/validation-authorization/identityserver.json
511,course,TypeScript for React,25,Types in React,2,Typing State,3,course/typescript-for-react/02-types-in-react/typing-state.json
512,course,.NET NuGet Packages,25,Core Extensions,2,Microsoft.Extensions.DependencyInjection,4,course/dotnet-nuget-packages/02-core-extensions/microsoft-extensions-dependencyinjection.json
513,course,.NET NuGet Packages,25,Validation and Authorization,2,OpenIddict,4,course/dotnet-nuget-packages/validation-authorization/openiddict.json
514,course,TypeScript for React,25,Types in React,2,Typing Events,4,course/typescript-for-react/02-types-in-react/typing-events.json
515,course,.NET NuGet Packages,25,Validation and Authorization,2,JWT Bearer Authentication,5,course/dotnet-nuget-packages/validation-authorization/jwtbearer.json
516,course,TypeScript for React,25,Types in React,2,Typing Children and Special Props,5,course/typescript-for-react/02-types-in-react/typing-children-and-special-props.json
517,course,.NET NuGet Packages,25,Validation and Authorization,2,Policy-Based Authorization,6,course/dotnet-nuget-packages/validation-authorization/policy-server.json
518,course,.NET NuGet Packages,25,ASP.NET Core and Web,3,Microsoft.AspNetCore.Mvc,1,course/dotnet-nuget-packages/03-aspnet-web/microsoft-aspnetcore-mvc.json
519,course,.NET NuGet Packages,25,HTTP Clients and Resilience,3,Refit,1,course/dotnet-nuget-packages/http-clients-resilience/refit.json
520,course,TypeScript for React,25,Typing Hooks,3,Typing useEffect,1,course/typescript-for-react/03-typing-hooks/typing-useeffect.json
521,course,.NET NuGet Packages,25,ASP.NET Core and Web,3,Microsoft.AspNetCore.Authentication,2,course/dotnet-nuget-packages/03-aspnet-web/microsoft-aspnetcore-authentication.json
522,course,.NET NuGet Packages,25,HTTP Clients and Resilience,3,Flurl,2,course/dotnet-nuget-packages/http-clients-resilience/flurl.json
523,course,TypeScript for React,25,Typing Hooks,3,Typing useRef,2,course/typescript-for-react/03-typing-hooks/typing-useref.json
524,course,.NET NuGet Packages,25,ASP.NET Core and Web,3,Microsoft.AspNetCore.Authorization,3,course/dotnet-nuget-packages/03-aspnet-web/microsoft-aspnetcore-authorization.json
525,course,.NET NuGet Packages,25,HTTP Clients and Resilience,3,RestSharp,3,course/dotnet-nuget-packages/http-clients-resilience/restsharp.json
526,course,TypeScript for React,25,Typing Hooks,3,Custom Hooks with Types,3,course/typescript-for-react/03-typing-hooks/custom-hooks-types.json
527,course,.NET NuGet Packages,25,ASP.NET Core and Web,3,Microsoft.AspNetCore.Cors,4,course/dotnet-nuget-packages/03-aspnet-web/microsoft-aspnetcore-cors.json
528,course,.NET NuGet Packages,25,HTTP Clients and Resilience,3,Polly,4,course/dotnet-nuget-packages/http-clients-resilience/polly.json
529,course,TypeScript for React,25,Typing Hooks,3,Typing useContext and Redux Hooks,4,course/typescript-for-react/03-typing-hooks/typing-usecontext-and-redux.json
530,course,.NET NuGet Packages,25,HTTP Clients and Resilience,3,Polly.Contrib.Simmy,5,course/dotnet-nuget-packages/http-clients-resilience/polly-simmy.json
531,course,TypeScript for React,25,Typing Hooks,3,Typing Performance Hooks,5,course/typescript-for-react/03-typing-hooks/typing-performance-hooks.json
532,course,.NET NuGet Packages,25,HTTP Clients and Resilience,3,HttpClientFactory,6,course/dotnet-nuget-packages/http-clients-resilience/httpclientfactory.json
533,course,.NET NuGet Packages,25,Database and Data Access,4,Entity Framework Core,1,course/dotnet-nuget-packages/04-database-data-access/entity-framework-core.json
534,course,TypeScript for React,25,Advanced Types,4,Generics Basics,1,course/typescript-for-react/04-advanced-types/generics-basics.json
535,course,.NET NuGet Packages,25,Database and Data Access,4,Dapper,2,course/dotnet-nuget-packages/04-database-data-access/dapper.json
536,course,TypeScript for React,25,Advanced Types,4,Utility Types,2,course/typescript-for-react/04-advanced-types/utility-types.json
537,course,.NET NuGet Packages,25,Database and Data Access,4,Npgsql,3,course/dotnet-nuget-packages/04-database-data-access/npgsql.json
538,course,TypeScript for React,25,Advanced Types,4,Type Guards,3,course/typescript-for-react/04-advanced-types/type-guards.json
539,course,.NET NuGet Packages,25,Database and Data Access,4,MySqlConnector,4,course/dotnet-nuget-packages/04-database-data-access/mysqlconnector.json
540,course,TypeScript for React,25,Advanced Types,4,Conditional and Mapped Types,4,course/typescript-for-react/04-advanced-types/conditional-and-mapped-types.json
541,course,.NET NuGet Packages,25,Database and Data Access,4,SqlClient,5,course/dotnet-nuget-packages/04-database-data-access/sqlclient.json
